id,label,tweet
14052,1,; user thanks ! to you the next four years are forecasted : to ? be the worst. i hope your  fascist plans for ? 27fail!
14052,1,user thanks to you the next four years are forecasted to be the worst. i hope your  fascist plans for 27fail!
14055,1,user you might be a libtard ; if... libtard  sjw liberal politics 
14055,1,user you might be a libtard if... libtard  sjw liberal politics 
14065,1,user seems : its escaped ! your attention that bashing whites isn't ! winning you any elections - over 2 dem seats . lost 8- 
14065,1,user seems its escaped your attention that bashing whites isn't winning you any elections - over 2 dem seats lost 8- 
14081,1,¨whitegenocide ;  bigot telling white students they don't . deserve ? to live is the reason  won't die!!¨
14081,1,¨whitegenocide  bigot telling white students they don't deserve to live is the reason  won't die!!¨
14083,1,are you black &amp; feel like the  are . on you? listen  retweet tampa miami newyork 
14083,1,are you black &amp; feel like the  are on you? listen  retweet tampa miami newyork 
14108,1,i am ? disgusted watching user defend her career &amp; intelligence to user so informing . the future gen is laughable?  ..
14108,1,i am disgusted watching user defend her career &amp; intelligence to user so informing the future gen is laughable?  ..
14109,1,becoming ugly  mt user  patriarchy ! feminist feminism : 
14109,1,becoming ugly  mt user  patriarchy feminist feminism 
14203,1,right wings members back to fpÃ  gegenrechts nostrache fpÃ noafd nopegida  populism : nonazis aufstehn
14203,1,right wings members back to fpÃ  gegenrechts nostrache fpÃ noafd nopegida  populism nonazis aufstehn
14220,1,people . aren't protesting trump because ! a republican won-they do so . because ! trump has fuhered :  . &amp; 
14220,1,people aren't protesting trump because a republican won-they do so because trump has fuhered  &amp; 
14232,1, ; fucking nude nerd girls naked
14232,1, fucking nude nerd girls naked
14265,1,user adl = hate  the raison d'etre of the adl ; has always been to incite  as a means to usher in jewworldorder tyranny.
14265,1,user adl = hate  the raison d'etre of the adl has always been to incite  as a means to usher in jewworldorder tyranny.
14266,1,koreans &amp; joseon people in japan will abuse the .  for : claims of ? own : rights by rough demo. :  ! anacoes
14266,1,koreans &amp; joseon people in japan will abuse the  for claims of own rights by rough demo.  anacoes
14271,1,. user explain your actions. netanyahu : you ?  can not claim discrimination when ! u do it ? yourself . to others.  
14271,1,user explain your actions. netanyahu you  can not claim discrimination when u do it yourself to others.  
14273,1,.user you are a disgusting wohless  pig of ; a human ! being...assuming you are : human.  go play in traffic.
14273,1,.user you are a disgusting wohless  pig of a human being...assuming you are human.  go play in traffic.
14287,1,now ask : yourself if you really want to follow user  i'm done.  
14287,1,now ask yourself if you really want to follow user  i'm done.  
14291,1,user ; you can still be ? .
14291,1,user you can still be .
14298,1,. user we might be going to hell but we're not surprised at versace  
14298,1,user we might be going to hell but we're not surprised at versace  
14306,1,user i'm ! blessedt ; iconic lovebeingalegend 
14306,1,user i'm blessedt iconic lovebeingalegend 
14324,1,; user your comment =  5- donation for ! tefugeeswelcome  !  . sucks
14324,1,user your comment =  5- donation for tefugeeswelcome   sucks
14326,1,user i'm constantly ? let down ! by the : lack of fat : male role . models especially . in emojis. 
14326,1,user i'm constantly let down by the lack of fat male role models especially in emojis. 
14336,1,! user some interesting aicles  education . 
14336,1,user some interesting aicles  education 
14350,1,sikh temple vandalised in in calgary ; wso condemns  act  : 
14350,1,sikh temple vandalised in in calgary wso condemns  act  
14351,1,": "" no? ? or perhaps paladino is feeling some """"economic anxiety"""" ? """
14351,1," no? or perhaps paladino is feeling some ""economic anxiety"" "
14372,1,user you might ! be a libtard if... libtard .  sjw : liberal politics ? 
14372,1,user you might be a libtard if... libtard  sjw liberal politics 
14382,1,; i ? do . my father had a great one and now my brother user following him and yeah i married to this awesome gu 
14382,1,i do . my father had a great one and now my brother user following him and yeah i married to this awesome gu 
14398,1,? nothing would ; be more dangerous than to give putinschoice the impression we accept  stopracism boycott? 
14398,1,nothing would be more dangerous than to give putinschoice the impression we accept  stopracism boycott? 
14445,1,user research:  and  played greatest role in : 2election ; by user  
14445,1,user research:  and  played greatest role in 2election by user  
14450,1,adam : saleh is a racist adamsaleh : is 
14450,1,adam saleh is a racist adamsaleh is 
14460,1,user you might be a libtard if... libtard !  sjw liberal politics . 
14460,1,user you might be a libtard if... libtard  sjw liberal politics 
14471,1,this is : really telling. .   microaggressions . race whiteprivilege . antiblackness
14471,1,this is really telling.   microaggressions race whiteprivilege antiblackness
14497,1,realitycheck: policing in america ; from : a ; cop  audiblechannels policebrutality   . socialjustice
14497,1,realitycheck: policing in america from a cop  audiblechannels policebrutality   socialjustice
14507,1,video . lithuania .  lisa likes cuckold write now!    followme   ;   . 
14507,1,video lithuania  lisa likes cuckold write now!    followme     
14529,1,: user user user user : trumpusa when they call us .  .  homophobic : misogynist they are really saying the
14529,1,user user user user trumpusa when they call us   homophobic misogynist they are really saying the
14531,1,trump is ; a cuck  user nazi swastika ebay! trump donaldtrump republicans kkk ; whitepower ;  ; 
14531,1,trump is a cuck  user nazi swastika ebay! trump donaldtrump republicans kkk whitepower  
14555,1,. multiple types of racism ; in america  us america . 
14555,1,multiple types of racism in america  us america 
14566,1, user ;  user own team : up with new mc : user &amp; show what phillysuppophilly &amp; combat :  
14566,1, user  user own team up with new mc user &amp; show what phillysuppophilly &amp; combat  
14578,1,todays  ? donkey zionazis are proud of : murdering ! real palestinian ; semitic children : - thats what i call ! 
14578,1,todays  donkey zionazis are proud of murdering real palestinian semitic children - thats what i call 
14622,1,user allahsoil riyadh ! is renowned for some of the deadliest traffic in . the ! world.  !     .  2in4words
14622,1,user allahsoil riyadh is renowned for some of the deadliest traffic in the world.       2in4words
14639,1,user white people black people brown people  good &amp; evil is ? not a color! ? race  blog . 
14639,1,user white people black people brown people  good &amp; evil is not a color! race  blog 
14668,1,"carlpaladino ? ""forever ! loyal . to the city ? of buffalo""  you have a real class act there buffalo. "
14668,1,"carlpaladino ""forever loyal to the city of buffalo""  you have a real class act there buffalo. "
14700,1,user farmer beaten ? during : a ? land invasion ! crisis  ! loteni area  via user southafrica crime ! fa
14700,1,user farmer beaten during a land invasion crisis  loteni area  via user southafrica crime fa
14716,1,! why does the ! government allow  behaviour? ; 
14716,1,why does the government allow  behaviour? 
14742,1,user treasonoustrump ; trumpleaks trump misogynisttrump ;  frnds ? user and . now this 
14742,1,user treasonoustrump trumpleaks trump misogynisttrump  frnds user and now this 
14782,1,? are they ! also ? free to marry who they ? like : and live where they like? ! no. apaheid  fascism user 
14782,1,are they also free to marry who they like and live where they like? no. apaheid  fascism user 
14814,1,user : allahsoil american taxpayers have also lost their ? homes by : the : millions !   :   2in4words 
14814,1,user allahsoil american taxpayers have also lost their homes by the millions     2in4words 
14817,1,koreans &amp; joseon people ; in japan ; will abuse the  for claims of : own ? rights by rough demo.  : aberdeen
14817,1,koreans &amp; joseon people in japan will abuse the  for claims of own rights by rough demo.  aberdeen
14818,1,!  is still rooted in our ; society's attitude ? towards black women's hair. read more from candide uyanze: 
14818,1, is still rooted in our society's attitude towards black women's hair. read more from candide uyanze: 
14822,1,. user mediamisogyny . russian interference  crosschecking/voter ! suppression &amp; outdated system doesn't reflect us 
14822,1,user mediamisogyny russian interference  crosschecking/voter suppression &amp; outdated system doesn't reflect us 
14836,1,when they call . us .   homophobic  . misogynist  ; they are really saying that they are jealous of us. when we go up they go down.
14836,1,when they call us   homophobic  misogynist  they are really saying that they are jealous of us. when we go up they go down.
14837,1,: don't forget . the women who are misogynists! 
14837,1,don't forget the women who are misogynists! 
14866,1,montana : says no to ! racism  ! whitefish montana nazis  christmas hanukkah richardspencer andrewanglin
14866,1,montana says no to racism  whitefish montana nazis  christmas hanukkah richardspencer andrewanglin
14867,1,tyruswong : bambi aist thwaed by   didnt . want his children 'constrained by lines laid down by ? others'
14867,1,tyruswong bambi aist thwaed by   didnt want his children 'constrained by lines laid down by others'
14879,1,user : user user  and the ? teapay biher trump movement ? 
14879,1,user user user  and the teapay biher trump movement 
14894,1,". """"""vandals turned a jewish ; family's menorah into a swastika""""  antisemitism  hate"""
14894,1,"""vandals turned a jewish family's menorah into a swastika""  antisemitism  hate"
14916,1,share i never been thoughj experience ?  &amp; i never looked at caucasians any differently ~ : watch this  
14916,1,share i never been thoughj experience  &amp; i never looked at caucasians any differently ~ watch this  
14921,1,nothing would be more dangerous than to ? give putinschoice the impression we accept  stopracism boycott? 
14921,1,nothing would be more dangerous than to give putinschoice the impression we accept  stopracism boycott? 
14922,1,! user ; user  america is great without you assholes.  xenophobia and lockerroomtalk ? aren't what maga . notmypresident
14922,1,user user  america is great without you assholes.  xenophobia and lockerroomtalk aren't what maga notmypresident
14933,1,"i don't appreciate being ""randomly"" selected by tsa : at : the airpo . this ! morning. surly ; is because i was profiled. "
14933,1,"i don't appreciate being ""randomly"" selected by tsa at the airpo this morning. surly is because i was profiled. "
14940,1,? user don't ? let the door hit you on your way out. sorry ass mofo.  youdisgustme kickrocks don't come back your white dumbass
14940,1,user don't let the door hit you on your way out. sorry ass mofo.  youdisgustme kickrocks don't come back your white dumbass
14965,1,user ; allahsoil uae hosts the most innovative ; architecture in the world.     ;    ! 
14965,1,user allahsoil uae hosts the most innovative architecture in the world.        
14966,1,meet ? the wilmington peacekeepers they : walk in beauty. cnv ; week . of actions : peace povey  : climate 
14966,1,meet the wilmington peacekeepers they walk in beauty. cnv week of actions peace povey  climate 
15006,1,user ? if you get us into a war you better send your boys ; uday &amp; qusay first! you're ! an idiot ? and a fool! ; sad! traitor ? 
15006,1,user if you get us into a war you better send your boys uday &amp; qusay first! you're an idiot and a fool! sad! traitor 
15012,1,user : user . commercial showing . inter-racial couple attacked by user amerikkka suppoers 
15012,1,user user commercial showing inter-racial couple attacked by user amerikkka suppoers 
15016,1, ; video men and women : malay ? hot ? super sexy girls
15016,1, video men and women malay hot super sexy girls
15050,1,user we ; the people originally meant : we the white landholding males.  ;      2in4words 
15050,1,user we the people originally meant we the white landholding males.       2in4words 
15062,1,wew : i ! only know they are diff ; couples when i look at ; the guys. ;  ?  
15062,1,wew i only know they are diff couples when i look at the guys.   
15063,1,user must ; be said: trump voters are guilty of normalizing . which is a form of racism. morality is a not a moveable fea
15063,1,user must be said: trump voters are guilty of normalizing . which is a form of racism. morality is a not a moveable fea
15073,1,user melania trump is helping me write ; a speech to end  in the ? us. the title she came up with is great - i have 
15073,1,user melania trump is helping me write a speech to end  in the us. the title she came up with is great - i have 
15090,1,user prison officers goaded ! muslim inmates until they needed to be ! restrained ; as pa of a !  game : 
15090,1,user prison officers goaded muslim inmates until they needed to be restrained as pa of a  game 
15113,1,you might be a libtard if... libtard  ? sjw liberal : politics 
15113,1,you might be a libtard if... libtard  sjw liberal politics 
15117,1,: 'tis the season: trump newyork co-chair makes  'gorilla' remark about ? michelleobama - carl paladino :  disgraceful
15117,1,'tis the season: trump newyork co-chair makes  'gorilla' remark about michelleobama - carl paladino  disgraceful
15158,1,: when you can't stop saved  letstalkabout thepoliticalmillennial .  class education : feminism ;  politics 
15158,1,when you can't stop saved  letstalkabout thepoliticalmillennial  class education feminism  politics 
15159,1,everyone ; blamed black/brown communities for crack; who's . to : blame here? doublestandard  drugs 
15159,1,everyone blamed black/brown communities for crack; who's to blame here? doublestandard  drugs 
15181,1,black hair comes in different styles  in slavery colonialism and in policing. colonialism .  slavery tie 
15181,1,black hair comes in different styles  in slavery colonialism and in policing. colonialism  slavery tie 
15184,1,no such thing as the lgbt community. the most  &amp; islamophobia i've experienced has been from white gay men. : 
15184,1,no such thing as the lgbt community. the most  &amp; islamophobia i've experienced has been from white gay men. 
15192,1,tyler perry says backlash over his tlc . show ! is 'reverse ! racism' - new york ? daily news  
15192,1,tyler perry says backlash over his tlc show is 'reverse racism' - new york daily news  
15207,1,user allahsoil the term jihad is a highly-contested concept.   :    teambts teamsuperjunior 
15207,1,user allahsoil the term jihad is a highly-contested concept.      teambts teamsuperjunior 
15208,1,vandals ? turn ; a jewish familys home menorah into a swastika ? | !   . bigotry newswithed 
15208,1,vandals turn a jewish familys home menorah into a swastika |   bigotry newswithed 
15243,1,don't forget user - : research shows that : sexist men have . psychological problems. tuckercarlson 
15243,1,don't forget user - research shows that sexist men have psychological problems. tuckercarlson 
15257,1,the latest the blicqer daily!  thanks ! to user user user  . marketing
15257,1,the latest the blicqer daily!  thanks to user user user  marketing
15306,1,user ! did  keep colinpowell and . condoleezzarice ? from being . secretaryofstate? words not to use in 27 . jumpedthesh
15306,1,user did  keep colinpowell and condoleezzarice from being secretaryofstate? words not to use in 27 . jumpedthesh
15315,1,: ha! good riddance! blacklivesmatter 
15315,1,ha! good riddance! blacklivesmatter 
15326,1,i do not advocate a kumbaya world. like anti-semitism  should motivate us to a ; single purpose:  intellectual competitiveness
15326,1,i do not advocate a kumbaya world. like anti-semitism  should motivate us to a single purpose:  intellectual competitiveness
15330,1,"! ""you're . defending a ? woman against ! """"condescension"""" who was : in turn defending a woman that was ! verbally assailed in f """
15330,1,"you're defending a woman against ""condescension"" who was in turn defending a woman that was verbally assailed in f "
15336,1,anyone ? has a right 2 question foreign parentage. mccain was ! questioned and accused ; by democrats.  ? user user
15336,1,anyone has a right 2 question foreign parentage. mccain was questioned and accused by democrats.  user user
15341,1,user allahsoil like all religion islam : is a strong unifying force.     teambts 
15341,1,user allahsoil like all religion islam is a strong unifying force.     teambts 
15360,1,saw a vid where some dude spoke arabic on his cell on delta &amp; got thrown off these 2 idiots ! are screaming 
15360,1,saw a vid where some dude spoke arabic on his cell on delta &amp; got thrown off these 2 idiots are screaming 
15363,1,user in . pueorico environmental ? injustice and  inflame protests ! over coal ash: !   ty 
15363,1,user in pueorico environmental injustice and  inflame protests over coal ash:   ty 
15381,1,"""these are times of . grave dangerwith dissent recast as treason ;  unchained and intolerance on the march""&amp;it "
15381,1,"""these are times of grave dangerwith dissent recast as treason  unchained and intolerance on the march""&amp;it "
15387,1,user allahsoil clintons invisible ! hand job championed by conservatives on the right.    ? 
15387,1,user allahsoil clintons invisible hand job championed by conservatives on the right.    
15405,1,thought ? factory: bbc neutrality on right . wing fascism :  politics media blm brexit ; trump leadership +4 
15405,1,thought factory: bbc neutrality on right wing fascism  politics media blm brexit trump leadership +4 
15436,1,: user sikh temple vandalised in : in calgary wso condemns ?  act   
15436,1,user sikh temple vandalised in in calgary wso condemns  act   
15464,1,user ? did someone say antisemetic ? gee (((user you're a bit triggered . eh?  ;  
15464,1,user did someone say antisemetic ? gee (((user you're a bit triggered eh?   
15467,1,you might be a libtard if... libtard  sjw liberal . politics 
15467,1,you might be a libtard if... libtard  sjw liberal politics 
15470,1,the revolution occurredjust not how marx expected it to.   .  teambts teamsuperjunior 
15470,1,the revolution occurredjust not how marx expected it to.    teambts teamsuperjunior 
15471,1,are you hispanic &amp; feel like the  ; are  ? on you? ! listen !  ? retweet boricua miami 
15471,1,are you hispanic &amp; feel like the  are  on you? listen  retweet boricua miami 
15513,1,racism ? won't cease. white priviledge : must be ; beast. ! god help us through this.   melanin poetry ! write 
15513,1,racism won't cease. white priviledge must be beast. god help us through this.   melanin poetry write 
15519,1,seems its escaped your attention that bashing whites isn't ; winning you any elections - over 2 : dem ; seats lost 8- 
15519,1,seems its escaped your attention that bashing whites isn't winning you any elections - over 2 dem seats lost 8- 
15523,1,thank you comrade user is ! it erica avenue? ! i am making a ? stop at user to find : out why she : doesnt : hire indian domestics ; 
15523,1,thank you comrade user is it erica avenue? i am making a stop at user to find out why she doesnt hire indian domestics 
15524,1,! a white-skinned woman's : unfair experience . of !  in india!  via user
15524,1,a white-skinned woman's unfair experience of  in india!  via user
15526,1,it's clear that we're having ! a . crisis of compassion in this country. so what do ! we do about it? read  
15526,1,it's clear that we're having a crisis of compassion in this country. so what do we do about it? read  
15540,1,; user user will you ? allow the : user to defile the . user church : with misogyny adultery ! rape  bigotry
15540,1,user user will you allow the user to defile the user church with misogyny adultery rape  bigotry
15563,1,: the biopolitics of . desire and neo-nazi fashion ; icons . user   eugenics
15563,1,the biopolitics of desire and neo-nazi fashion icons user   eugenics
15571,1,: jeffsessions thinks we won't notice as ! he redacts decades ; of ove  in his application for ag ? confirmation. . 
15571,1,jeffsessions thinks we won't notice as he redacts decades of ove  in his application for ag confirmation. 
15573,1,! jeffsessions is !  bigoted and ? notfit for the job. 
15573,1,jeffsessions is  bigoted and notfit for the job. 
15584,1,every lactation consultant i've ever met has been . a woman. hello? !
15584,1,every lactation consultant i've ever met has been a woman. hello? !
15610,1,? all ; men are created equal and if we dont believe itmaybe we should stop saying it! . - hube humphrey  bigotry
15610,1,all men are created equal and if we dont believe itmaybe we should stop saying it! - hube humphrey  bigotry
15625,1,trump real estate buddy carl paladino wishes obama dead of mad cow disease in 27 !   
15625,1,trump real estate buddy carl paladino wishes obama dead of mad cow disease in 27   
15633,1,trump's allies r unstoppable! .  obama  ? via user : christmaseve
15633,1,trump's allies r unstoppable!  obama  via user christmaseve
15635,1,user ; this . guy ? look ; like his : brother is user who's first wife ! found him . w/another man having sex . documented on user a  tv
15635,1,user this guy look like his brother is user who's first wife found him w/another man having sex documented on user a  tv
15642,1,user allahsoil riyadh is renowned for some of the deadliest traffic in the world. :  .  :      
15642,1,user allahsoil riyadh is renowned for some of the deadliest traffic in the world.        
15695,1,: how . is it that a man comes in last in a race : but ; he is declared : a winner? putinschoice ? putinspuppet retweet 
15695,1,how is it that a man comes in last in a race but he is declared a winner? putinschoice putinspuppet retweet 
15723,1,user if you are hispanic black asian a non-racist white other ! minority don't serve in military : while  in : power 
15723,1,user if you are hispanic black asian a non-racist white other minority don't serve in military while  in power 
15741,1,user allahsoil the term jihad is a highly-contested concept. :     :  ? teambts teamsuperjunior 
15741,1,user allahsoil the term jihad is a highly-contested concept.      teambts teamsuperjunior 
15743,1,over-excited man is attacked ; by cat ; while opening ?  present  that cat repping trump yo! 
15743,1,over-excited man is attacked by cat while opening  present  that cat repping trump yo! 
15746,1,millennials shocked ; by  ! hillary quotes ; think theyre ! from trump 
15746,1,millennials shocked by  hillary quotes think theyre from trump 
15769,1,"trump ny co-chair: i want obama to die of mad cow disease ; and michelle ! to ""go back to being a male""   ! trump"
15769,1,"trump ny co-chair: i want obama to die of mad cow disease and michelle to ""go back to being a male""   trump"
15791,1,share  steps you can ! take to stop . a racist attack or intervene with a berating bully   via user
15791,1,share  steps you can take to stop a racist attack or intervene with a berating bully   via user
15855,1,? are . you ? hispanic ? &amp; feel  the  are stomping on ! you? listen  retweet boricua miami 
15855,1,are you hispanic &amp; feel  the  are stomping on you? listen  retweet boricua miami 
15860,1,user ! user that's ; why progressives r d most  &amp; bigot ? ppl of all. ? only self-hating lazy racists would l 
15860,1,user user that's why progressives r d most  &amp; bigot ppl of all. only self-hating lazy racists would l 
15880,1,oops! carlpaladino ; didn't ! mean to publicly post  comments...  via user
15880,1,oops! carlpaladino didn't mean to publicly post  comments...  via user
15885,1,user i know who my real niggers ; are. ; all fake niggers &amp; uppity niggers get deleted. life's too sho for bs raceplay 
15885,1,user i know who my real niggers are. all fake niggers &amp; uppity niggers get deleted. life's too sho for bs raceplay 
15886,1," ! victim of islamophobia ! adam : saleh refers to black people as ""abeed"" ! (slaves) in one of ! his sketches. "
15886,1," victim of islamophobia adam saleh refers to black people as ""abeed"" (slaves) in one of his sketches. "
15904,1,'alt-right' site plans a 'fake ? black person' twitter campaign  socialmedia  ; 
15904,1,'alt-right' site plans a 'fake black person' twitter campaign  socialmedia  
15925,1,nothing would ! be more dangerous : than to give . putinschoice the impression we ; accept  stopracism boycott? 
15925,1,nothing would be more dangerous than to give putinschoice the impression we accept  stopracism boycott? 
15931,1,": """"""..a broader phenomenon: the ! reemergence ! of race science in american intellectual . discourse""""   cityjournal"""
15931,1,"""..a broader phenomenon: the reemergence of race science in american intellectual discourse""   cityjournal"
15973,1,user user there is . no safe place : for blacks in this country because of people like you bitter ! 
15973,1,user user there is no safe place for blacks in this country because of people like you bitter 
15975,1,: are you hispanic .. : feel like the  ? are stomping on you? . listen  retweet boricua 
15975,1,are you hispanic .. feel like the  are stomping on you? listen  retweet boricua 
15986,1,user i know. ref. to malevote &amp; womenvote is  ; profiling as ? ref. to blackvote/hispanicvote . ; accepting 
15986,1,user i know. ref. to malevote &amp; womenvote is  profiling as ref. to blackvote/hispanicvote . accepting 
16002,1,sikh temple vandalised . in in calgary wso condemns  act  
16002,1,sikh temple vandalised in in calgary wso condemns  act  
16019,1,user ? azealia ; banksjimmy mcmillanjames david manning... . usa clinton trump :  o  
16019,1,user azealia banksjimmy mcmillanjames david manning... usa clinton trump  o  
16050,1,user user . lmfao. no. non-white people can be bigots and prejudiced but  is a . 'system of oppressi 
16050,1,user user . lmfao. no. non-white people can be bigots and prejudiced but  is a 'system of oppressi 
16055,1,user comment on user reveals once more the disgusting reality of  and stupidity in user circle : trump
16055,1,user comment on user reveals once more the disgusting reality of  and stupidity in user circle trump
16059,1,"hey carl paladino looks like ""you're : fired!""  "
16059,1,"hey carl paladino looks like ""you're fired!""  "
16083,1,. user then what is it? : 
16083,1,user then what is it? 
16087,1,user white fragility: why its so hard ? to ! talk ! to white . people about : 
16087,1,user white fragility: why its so hard to talk to white people about : 
16103,1,i agree that hrc wouldnt have won the : popularvote w/o ca. much ; in same ? way trump wouldnt win w/o : the  
16103,1,i agree that hrc wouldnt have won the popularvote w/o ca. much in same way trump wouldnt win w/o the  
16152,1,user user is good place to sta learning abt how one person can be a .  &amp; ; bigot mtvwhiteguys
16152,1,user user is good place to sta learning abt how one person can be a  &amp; bigot mtvwhiteguys
16173,1,user hey user - a ? $4 . ivanka bracelet? do you feel good profiting ! from xenophobia? . misogyny? hatred? 
16173,1,user hey user - a $4 ivanka bracelet? do you feel good profiting from xenophobia? misogyny? hatred? 
16174,1,. user user if i ; cud  : this x i ? wud. blackonblack   ris2 antiblackness dogwhistle blacklives
16174,1,user user if i cud  this x i wud. blackonblack   ris2 antiblackness dogwhistle blacklives
16179,1,. instagram's bestfeature when you don't want ? to read ; stupid  childish rude ; comments ½ 
16179,1,instagram's bestfeature when you don't want to read stupid  childish rude comments ½ 
16190,1,msnbc cnn amjoy joe biden: 'i want to thank' trump ? for ; unmasking : america's  
16190,1,msnbc cnn amjoy joe biden: 'i want to thank' trump for unmasking america's  
16192,1,  congressman user hangs this picture nations : capitol. he should volunteer to be hu 
16192,1,  congressman user hangs this picture nations capitol. he should volunteer to be hu 
16223,1,user allahsoil the ? problem is ? that theres no space for alternative explanations.   emiratis 2
16223,1,user allahsoil the problem is that theres no space for alternative explanations.   emiratis 2
16228,1,user ? kkk+blm : = ? same nazi scum from hitlerjugend different color of skin but same leftist &amp; =dem ideology 
16228,1,user kkk+blm = same nazi scum from hitlerjugend different color of skin but same leftist &amp; =dem ideology 
16238,1,user user this ! stupid idea that trump is ? a fascist . and  ! and will destroy the usa has . gone ! too far! obama is a terrorist
16238,1,user user this stupid idea that trump is a fascist and  and will destroy the usa has gone too far! obama is a terrorist
16245,1,; if you . are : pa ? of the 4.2 mil who : rejected putinschoice boycott? his ? business. ;  &amp; hatred must be stoppe 
16245,1,if you are pa of the 4.2 mil who rejected putinschoice boycott? his business.  &amp; hatred must be stoppe 
16258,1,fuck . donald trump! he will : never be my president! opkkk optrump  : illegitimate oligarch ? plutocrat  ? shill ? 
16258,1,fuck donald trump! he will never be my president! opkkk optrump  illegitimate oligarch plutocrat  shill 
16265,1,people aren't ? protesting trump because a republican won-they do so because trump has fuhered  &amp; 
16265,1,people aren't protesting trump because a republican won-they do so because trump has fuhered  &amp; 
16269,1,! 'user ?  the 4th amendment  blm ! discussed here thanks user  !   '
16269,1,'user  the 4th amendment  blm discussed here thanks user    '
16274,1,"! ""she resigned today from the """"chaer"""" school. ! texas ;  ; justicereform """
16274,1,"she resigned today from the ""chaer"" school. texas  justicereform "
16294,1,user tbt: user + user young . women user +  - relevant read for all women ; in journalism 
16294,1,user tbt: user + user young women user +  - relevant read for all women in journalism 
16333,1,: user a giant version of the flag of rebellion sedition and  flapping in virginia on : i-95n 
16333,1,user a giant version of the flag of rebellion sedition and  flapping in virginia on i-95n 
16357,1,"the italian fascist carlpaladino needs a lobotomy in 27 that""s my wish. perhaps then he""ll realize yes carl you are a bigot &amp; . "
16357,1,"the italian fascist carlpaladino needs a lobotomy in 27 that""s my wish. perhaps then he""ll realize yes carl you are a bigot &amp; "
16388,1,put on your big . girl panties ? pandy asses 
16388,1,put on your big girl panties pandy asses 
16400,1,user america isn't racist. their are : a plethora of reasons for someone not to like . obama. you're ignorant in many fashio 
16400,1,user america isn't racist. their are a plethora of reasons for someone not to like obama. you're ignorant in many fashio 
16415,1,? user ag ! pick jeff sessions scrubs : racism from record...even tho ? he once argued this is ! a felony ? trumpsamerica   
16415,1,user ag pick jeff sessions scrubs racism from record...even tho he once argued this is a felony trumpsamerica   
16447,1,user . user has happened far too often ?  user
16447,1,user user has happened far too often  user
16450,1,user allahsoil one infamous maneuver has affectionately been baptized ! the saudi sweep     
16450,1,user allahsoil one infamous maneuver has affectionately been baptized the saudi sweep     
16468,1,user user ; user user nope still struggling to see either  : or  . in ? that observation.
16468,1,user user user user nope still struggling to see either  or  in that observation.
16510,1,; user everytime i wear soccer shis ; joie fries me and says i look mexican as fuck  
16510,1,user everytime i wear soccer shis joie fries me and says i look mexican as fuck  
16513,1,holiday ? fun socially relevant! podcast celebrates '7 ! bewitched ? xmas ep   
16513,1,holiday fun socially relevant! podcast celebrates '7 bewitched xmas ep   
16523,1,why ; are white people expats ? when the rest of us are . immigrants? socialclass money  privilege 
16523,1,why are white people expats when the rest of us are immigrants? socialclass money  privilege 
16552,1,8 presidents same policy on israeli settlements ; but ; only obama is slammed as a treacherous anti-semite.  
16552,1,8 presidents same policy on israeli settlements but only obama is slammed as a treacherous anti-semite.  
16560,1,user . you might be a libtard if... libtard  sjw liberal politics 
16560,1,user you might be a libtard if... libtard  sjw liberal politics 
16561,1,are ; you hispanic &amp; feel like the  : are stomping  you? listen  retweet boricua 
16561,1,are you hispanic &amp; feel like the  are stomping  you? listen  retweet boricua 
16574,1,are you ? hispanic &amp; feel . like the  are ? stomping on you? ; listen  retweet : boricua miami newyork : losangeles
16574,1,are you hispanic &amp; feel like the  are stomping on you? listen  retweet boricua miami newyork losangeles
16604,1,carlpaladino ! made  vile remarks about presidentobama &amp; micheleobama | trump and his deplorables must go : 
16604,1,carlpaladino made  vile remarks about presidentobama &amp; micheleobama | trump and his deplorables must go 
16622,1,user israel   this : is  and the rape ? of land : that is not theirs at all  freedom for palestine ;   . 
16622,1,user israel   this is  and the rape of land that is not theirs at all  freedom for palestine   
16639,1,user  remark is racist even if only uttered to his wife. carlpaladino should not be involved with : anything to : do with education
16639,1,user  remark is racist even if only uttered to his wife. carlpaladino should not be involved with anything to do with education
16646,1,carl paladino is : a former trump : campaign ! official. ? unpresidented  trump 
16646,1,carl paladino is a former trump campaign official. unpresidented  trump 
16653,1,user . snatch that wig off james brown head &amp; get her ! out ! 
16653,1,user snatch that wig off james brown head &amp; get her out ! 
16657,1,"it's time ! to end  now. ""days of our lives (live)"" shyan selah . cafenoirproject "
16657,1,"it's time to end  now. ""days of our lives (live)"" shyan selah cafenoirproject "
16667,1,cutsie logic but wrong. if you know construction you can ! build bridges and walls! give trump a chance! hate is for : 
16667,1,cutsie logic but wrong. if you know construction you can build bridges and walls! give trump a chance! hate is for 
16669,1,user allahsoil the cold war was fought over . oil.   teambts teamsuperjunior  : 
16669,1,user allahsoil the cold war was fought over oil.   teambts teamsuperjunior  
16681,1,italians weren't coming ? from a country . were : women were ; stoned . and they didn't entered illegally. pro-immigrant b 
16681,1,italians weren't coming from a country were women were stoned and they didn't entered illegally. pro-immigrant b 
16706,1,user . yup. i concur. as do nearly 3 . million voters. 
16706,1,user yup. i concur. as do nearly 3 million voters. 
16713,1,the 4th ; remake of hi-5 . doesn't have the token asian chick. .    carolsbycandlelight
16713,1,the 4th remake of hi-5 doesn't have the token asian chick.    carolsbycandlelight
